campaign,site_dcm,placement,mission,date,creative,clicks,impressions,click_through_conversions,view_through_conversions,click_through_revenue,view_through_revenue
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-11-28,DO Cocktails 970 x 250,2,769,0,4,0,273.28
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-11-29,DO Cocktails 970 x 250,3,3544,0,4,0,345.38
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-11-30,DO Cocktails 970 x 250,4,2045,0,13,0,1092.5
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-01,DO Cocktails 970 x 250,2,1669,0,5,0,484.29
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-02,DO Cocktails 970 x 250,6,1914,0,5,0,458.05
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-03,DO Cocktails 970 x 250,2,1715,0,3,0,170.05
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-04,DO Cocktails 970 x 250,3,1582,0,8,0,763.96
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-05,DO Cocktails 970 x 250,6,3401,0,7,0,639.72
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-06,DO Cocktails 970 x 250,2,2940,0,2,0,235.68
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-07,DO Cocktails 970 x 250,4,1747,0,11,0,801.32
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-08,DO Cocktails 970 x 250,1,1478,0,9,0,839.32
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-09,DO Cocktails 970 x 250,4,1947,0,7,0,435.22
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-10,DO Cocktails 970 x 250,5,1925,0,11,0,977.46
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-11,DO Cocktails 970 x 250,5,6491,0,10,0,1124.51
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-12,DO Cocktails 970 x 250,8,5767,0,22,0,1824.1
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-13,DO Cocktails 970 x 250,8,6021,0,25,0,2494.129999
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-14,DO Cocktails 970 x 250,17,10032,0,29,0,2967.679998
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-15,DO Cocktails 970 x 250,13,10927,0,24,0,2289.74
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-16,DO Cocktails 970 x 250,8,8220,0,21,0,2110.98
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-17,DO Cocktails 970 x 250,14,11138,2,45,163.43,4472.019999
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-18,DO Cocktails 970 x 250,12,11478,1,30,78.21,3045.18
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-19,DO Cocktails 970 x 250,10,8951,0,42,0,3800
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-20,DO Cocktails 970 x 250,13,8221,1,44,114.32,5649.889999
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-21,DO Cocktails 970 x 250,13,8237,0,37,0,4700.859999
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-22,DO Cocktails 970 x 250,2,7576,0,21,0,2293.7
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-23,DO Cocktails 970 x 250,5,3655,0,9,0,599.25
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-24,DO Cocktails 970 x 250,5,3789,0,3,0,181.15
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-25,DO Cocktails 970 x 250,0,0,0,2,0,168.1
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-26,DO Cocktails 970 x 250,0,0,0,16,0,1351.95
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-27,DO Cocktails 970 x 250,0,0,0,20,0,1638.82
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-28,DO Cocktails 970 x 250,0,0,0,28,0,2564.17
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-29,DO Cocktails 970 x 250,0,0,1,20,74.3,1739.2
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-30,DO Cocktails 970 x 250,0,0,0,15,0,1072.62
DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,2017-12-31,DO Cocktails 970 x 250,0,0,0,8,0,534.72
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-11-20,THINK Cocktail Party 300x250_Banner1,0,58,0,0,0,0
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-11-21,THINK Cocktail Party 300x250_Banner1,0,2652,0,1,0,59.82
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-11-22,THINK Cocktail Party 300x250_Banner1,0,2905,0,1,0,125.15
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-11-23,THINK Cocktail Party 300x250_Banner1,1,3282,0,0,0,0
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-11-24,THINK Cocktail Party 300x250_Banner1,0,1151,0,3,0,153.4
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-11-25,THINK Cocktail Party 300x250_Banner1,0,812,0,1,0,57.95
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-11-26,THINK Cocktail Party 300x250_Banner1,0,0,0,6,0,547.04
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-11-27,THINK Cocktail Party 300x250_Banner1,0,282,0,4,0,449.38
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-11-28,THINK Cocktail Party 300x250_Banner1,0,1705,0,1,0,94.78
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-11-29,THINK Cocktail Party 300x250_Banner1,46,36343,0,4,0,283.27
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-11-30,THINK Cocktail Party 300x250_Banner1,20,28087,0,0,0,0
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-01,THINK Cocktail Party 300x250_Banner1,31,31159,0,1,0,108.66
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-02,THINK Cocktail Party 300x250_Banner1,28,26870,0,0,0,0
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-03,THINK Cocktail Party 300x250_Banner1,23,27138,0,0,0,0
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-04,THINK Cocktail Party 300x250_Banner1,36,26431,0,4,0,302.05
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-05,THINK Cocktail Party 300x250_Banner1,26,23558,0,0,0,0
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-06,THINK Cocktail Party 300x250_Banner1,21,22614,0,2,0,83.95
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-07,THINK Cocktail Party 300x250_Banner1,33,24372,0,0,0,0
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-08,THINK Cocktail Party 300x250_Banner1,24,24227,0,2,0,111.839999
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-09,THINK Cocktail Party 300x250_Banner1,28,23921,0,1,0,65.42
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-10,THINK Cocktail Party 300x250_Banner1,26,25331,0,5,0,626.7
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-11,THINK Cocktail Party 300x250_Banner1,16,26763,0,2,0,196.03
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-12,THINK Cocktail Party 300x250_Banner1,24,27055,0,5,0,537.47
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-13,THINK Cocktail Party 300x250_Banner1,80,70332,0,1,0,181.43
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-14,THINK Cocktail Party 300x250_Banner1,75,72302,0,4,0,343.08
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-15,THINK Cocktail Party 300x250_Banner1,41,66891,0,2,0,92.74
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-16,THINK Cocktail Party 300x250_Banner1,29,33948,0,0,0,0
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-17,THINK Cocktail Party 300x250_Banner1,30,34293,0,2,0,211.17
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-18,THINK Cocktail Party 300x250_Banner1,37,33522,0,6,0,827.31
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-19,THINK Cocktail Party 300x250_Banner1,32,24315,0,7,0,686.19
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-20,THINK Cocktail Party 300x250_Banner1,24,23629,0,2,0,250.99
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-21,THINK Cocktail Party 300x250_Banner1,14,33160,0,4,0,752.32
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-22,THINK Cocktail Party 300x250_Banner1,22,34495,0,0,0,0
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-23,THINK Cocktail Party 300x250_Banner1,43,57373,0,0,0,0
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-24,THINK Cocktail Party 300x250_Banner1,41,48764,0,1,0,57.45
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-25,THINK Cocktail Party 300x250_Banner1,0,1,0,0,0,0
THINK Cocktail Party 300x250_Banner1,Programmatic Trade Desk,PKXMYP_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x250,Cocktails,2017-12-31,THINK Cocktail Party 300x250_Banner1,0,0,0,1,0,51.8
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-11-20,THINK Cocktail Party 728x90_Banner1,0,66,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-11-21,THINK Cocktail Party 728x90_Banner1,2,1862,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-11-22,THINK Cocktail Party 728x90_Banner1,0,2276,0,3,0,189
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-11-23,THINK Cocktail Party 728x90_Banner1,0,2167,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-11-24,THINK Cocktail Party 728x90_Banner1,0,1079,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-11-25,THINK Cocktail Party 728x90_Banner1,0,674,0,1,0,81.4
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-11-27,THINK Cocktail Party 728x90_Banner1,0,241,0,3,0,446.08
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-11-28,THINK Cocktail Party 728x90_Banner1,2,1806,0,1,0,93
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-11-29,THINK Cocktail Party 728x90_Banner1,3,2020,0,2,0,92.82
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-11-30,THINK Cocktail Party 728x90_Banner1,2,2224,0,1,0,46.4
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-01,THINK Cocktail Party 728x90_Banner1,4,2400,0,2,0,239.8
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-02,THINK Cocktail Party 728x90_Banner1,5,1375,0,1,0,149.76
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-03,THINK Cocktail Party 728x90_Banner1,3,1434,0,2,0,95.4
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-04,THINK Cocktail Party 728x90_Banner1,0,2101,0,1,0,215.76
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-05,THINK Cocktail Party 728x90_Banner1,4,1703,0,2,0,115.43
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-06,THINK Cocktail Party 728x90_Banner1,1,1323,0,6,0,372.99
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-07,THINK Cocktail Party 728x90_Banner1,4,2126,0,3,0,246.08
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-08,THINK Cocktail Party 728x90_Banner1,2,2121,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-09,THINK Cocktail Party 728x90_Banner1,5,1369,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-10,THINK Cocktail Party 728x90_Banner1,3,3344,0,3,0,140.59
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-11,THINK Cocktail Party 728x90_Banner1,4,10127,0,6,0,589.32
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-12,THINK Cocktail Party 728x90_Banner1,3,9485,0,3,0,440.42
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-13,THINK Cocktail Party 728x90_Banner1,8,5857,0,6,0,490.38
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-14,THINK Cocktail Party 728x90_Banner1,8,9127,0,9,0,753.23
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-15,THINK Cocktail Party 728x90_Banner1,6,2389,0,3,0,231.82
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-16,THINK Cocktail Party 728x90_Banner1,4,1209,0,1,0,54.9
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-17,THINK Cocktail Party 728x90_Banner1,6,1469,0,1,0,65.769999
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-18,THINK Cocktail Party 728x90_Banner1,6,1649,0,5,0,676.35
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-19,THINK Cocktail Party 728x90_Banner1,4,1298,0,2,0,292.75
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-20,THINK Cocktail Party 728x90_Banner1,4,2174,0,5,0,952.35
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-21,THINK Cocktail Party 728x90_Banner1,16,3757,0,5,0,599.5
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-22,THINK Cocktail Party 728x90_Banner1,15,3617,0,1,0,26.6
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-23,THINK Cocktail Party 728x90_Banner1,13,4347,0,1,0,34.7
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-24,THINK Cocktail Party 728x90_Banner1,15,3096,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-26,THINK Cocktail Party 728x90_Banner1,0,0,0,1,0,34.8
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-27,THINK Cocktail Party 728x90_Banner1,0,0,0,4,0,431.21
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-28,THINK Cocktail Party 728x90_Banner1,0,0,0,6,0,442.59
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-29,THINK Cocktail Party 728x90_Banner1,0,0,0,6,0,742.03
THINK Cocktail Party 728x90_Banner1,Programmatic Trade Desk,PKXMYQ_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 728x90,Cocktails,2017-12-30,THINK Cocktail Party 728x90_Banner1,0,0,0,4,0,402.61
THINK Cocktail Party 300x600_Banner1,Programmatic Trade Desk,PKXMYR_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x600,Cocktails,2017-11-20,THINK Cocktail Party 300x600_Banner1,0,11,0,0,0,0
THINK Cocktail Party 300x600_Banner1,Programmatic Trade Desk,PKXMYR_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x600,Cocktails,2017-11-21,THINK Cocktail Party 300x600_Banner1,1,237,0,0,0,0
THINK Cocktail Party 300x600_Banner1,Programmatic Trade Desk,PKXMYR_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x600,Cocktails,2017-11-22,THINK Cocktail Party 300x600_Banner1,0,251,0,0,0,0
THINK Cocktail Party 300x600_Banner1,Programmatic Trade Desk,PKXMYR_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x600,Cocktails,2017-11-23,THINK Cocktail Party 300x600_Banner1,0,323,0,0,0,0
THINK Cocktail Party 300x600_Banner1,Programmatic Trade Desk,PKXMYR_Programmatic PHDCPMSpirits Behavioural targetingProgrammatic Display 300x600,Cocktails,2017-11-24,THINK Cocktail Party 300x600_Banner1,0,100,0,1,0,57.98
